Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Utah,US,2020-07-04 04:34:04,40.15,-111.8624,23866,181,13408.0,10277.0,49.0,744.4264709643733,356636.0,1529.0,0.7584010726556608,84000049.0,USA,11124.163198644525,6.406603536411632
Vermont,US,2020-07-04 04:34:04,44.0459,-72.7107,1236,56,967.0,213.0,50.0,198.08041487910842,68395.0,,4.53074433656958,84000050.0,USA,10960.930401016685,
Virgin Islands,US,2020-07-04 04:34:04,18.3358,-64.8963,98,6,75.0,17.0,78.0,91.35995823544765,3061.0,,6.1224489795918355,850.0,VIR,2853.600328150054,
Virginia,US,2020-07-04 04:34:04,37.7693,-78.17,64393,1845,8711.0,53837.0,51.0,754.412239021435,688360.0,9529.0,2.8652182690665136,84000051.0,USA,8064.653127712562,14.798192350100164
Washington,US,2020-07-04 04:34:04,47.4009,-121.4905,34778,1352,,33426.0,53.0,456.7102912673888,584989.0,4442.0,3.887515095750187,84000053.0,USA,7682.1696641042745,12.772442348611193
West Virginia,US,2020-07-04 04:34:04,38.4912,-80.9545,3126,93,2396.0,637.0,54.0,174.42765576707714,180702.0,,2.9750479846449136,84000054.0,USA,10082.98984402507,
Wisconsin,US,2020-07-04 04:34:04,44.2685,-89.6165,30317,796,24043.0,5478.0,55.0,520.6928923539537,606984.0,3555.0,2.625589603192928,84000055.0,USA,10424.918513460178,11.72609427054128
Wyoming,US,2020-07-04 04:34:04,42.756,-107.3025,1582,20,1154.0,408.0,56.0,273.3434814836573,35275.0,119.0,1.2642225031605565,84000056.0,USA,6094.937616520865,7.5221238938053085
Alabama,US,2020-07-05 04:34:00,32.3182,-86.9023,42862,1007,22082.0,19773.0,1.0,874.1664856618708,442088.0,2906.0,2.349400401287854,84000001.0,USA,9016.343458384705,6.779898278195138
Alaska,US,2020-07-05 04:34:00,61.3707,-152.4044,1107,16,544.0,547.0,2.0,151.32356861163703,122732.0,,1.4453477868112017,84000002.0,USA,16777.095052252425,
American Samoa,US,2020-07-05 04:34:00,-14.271,-170.132,0,0,,0.0,60.0,0.0,696.0,,,16.0,ASM,1250.8761524774895,
Arizona,US,2020-07-05 04:34:00,33.7298,-111.4312,94567,1817,10903.0,81847.0,4.0,1299.2262235226347,589508.0,5068.0,1.9213890680681425,84000004.0,USA,8099.064711541883,5.359163344507069
Arkansas,US,2020-07-05 04:34:00,34.9697,-92.3731,23209,286,16726.0,6197.0,5.0,769.0691642001932,338893.0,1536.0,1.2322805808091688,84000005.0,USA,11229.788283135684,6.618122280149943
California,US,2020-07-05 04:34:00,36.1162,-119.6816,252895,6334,,246561.0,6.0,640.0424496490617,4553031.0,,2.5045967694102296,84000006.0,USA,11523.09501796444,
Colorado,US,2020-07-05 04:34:00,39.0598,-105.3111,33849,1701,4557.0,27591.0,8.0,587.7852362046116,345754.0,5537.0,5.025259239563946,84000008.0,USA,6003.991153614265,16.357942627551775
Connecticut,US,2020-07-05 04:34:00,41.5978,-72.7554,46717,4335,8210.0,34172.0,9.0,1310.3292946682836,499669.0,10411.0,9.279277350857289,84000009.0,USA,14014.832466502698,22.28524948091701
Delaware,US,2020-07-05 04:34:00,39.3185,-75.5071,11996,512,6711.0,4773.0,10.0,1231.9206707169294,120693.0,,4.2680893631210415,84000010.0,USA,12394.481619776456,
Diamond Princess,US,2020-07-05 04:34:00,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2020-07-05 04:34:00,38.8974,-77.0268,10447,557,1523.0,8367.0,11.0,1480.2713145891812,104554.0,,5.331674164832009,84000011.0,USA,14814.61539442493,
Florida,US,2020-07-05 04:34:00,27.7663,-81.6868,190052,3702,,186350.0,12.0,884.8790726881515,2146497.0,16040.0,1.9478879464567591,84000012.0,USA,9994.055705216988,8.439795424410162
Georgia,US,2020-07-05 04:34:00,33.0406,-83.6431,93319,2857,,90462.0,13.0,878.9232566132102,926359.0,11743.0,3.061541593887633,84000013.0,USA,8724.894920358734,12.583718213868556
Grand Princess,US,2020-07-05 04:34:00,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2020-07-05 04:34:00,13.4443,144.7937,280,5,179.0,96.0,66.0,170.49363997832296,14954.0,,1.7857142857142858,316.0,GUM,9105.578186556575,
Hawaii,US,2020-07-05 04:34:00,21.0943,-157.4983,999,19,754.0,226.0,15.0,70.55722551191069,83476.0,118.0,1.901901901901902,84000015.0,USA,5895.7306875197755,11.811811811811811
Idaho,US,2020-07-05 04:34:00,44.2405,-114.4788,7370,93,2831.0,4446.0,16.0,412.4080545475403,101067.0,355.0,1.261872455902307,84000016.0,USA,5655.4741993156385,4.8168249660786975
Illinois,US,2020-07-05 04:34:00,40.3495,-88.9861,146612,7014,,139598.0,17.0,1156.9923533484255,1735593.0,,4.784055875371728,84000017.0,USA,13696.47661531835,
Indiana,US,2020-07-05 04:34:00,39.8494,-86.2583,47432,2687,36076.0,8669.0,18.0,704.5522434727687,512288.0,7216.0,5.664951931185698,84000018.0,USA,7609.496957838122,15.213358070500927
Iowa,US,2020-07-05 04:34:00,42.0115,-93.2105,31061,721,24604.0,5736.0,19.0,984.4789497538883,329011.0,,2.3212388525804064,84000019.0,USA,10428.009521183365,
Kansas,US,2020-07-05 04:34:00,38.5266,-96.7265,15911,283,842.0,14786.0,20.0,546.1477890814378,191561.0,1219.0,1.778643705612469,84000020.0,USA,6575.364001271404,7.661366350323675
Kentucky,US,2020-07-05 04:34:00,37.6681,-84.6701,16376,585,4747.0,11044.0,21.0,366.54428379158463,395647.0,2685.0,3.5723009281875915,84000021.0,USA,8855.773464172513,16.395945285784073
Louisiana,US,2020-07-05 04:34:00,31.1695,-91.8678,63289,3278,43026.0,16985.0,22.0,1361.4068508950925,784142.0,,5.179415064229171,84000022.0,USA,16867.643522169405,
Maine,US,2020-07-05 04:34:00,44.6939,-69.3819,3397,107,2751.0,539.0,23.0,252.71311370527863,105945.0,358.0,3.1498380924345017,84000023.0,USA,7881.569276274873,10.538710627023843
Maryland,US,2020-07-05 04:34:00,39.0639,-76.8021,69341,3236,5025.0,61080.0,24.0,1146.9512114435433,573342.0,11034.0,4.666791652846078,84000024.0,USA,9483.498961241748,15.912663503554896
Massachusetts,US,2020-07-05 04:34:00,42.2302,-71.5301,109838,8172,93157.0,8509.0,25.0,1593.5865388814484,885767.0,11461.0,7.4400480707951715,84000025.0,USA,12851.165969750029,10.43445801999308
Michigan,US,2020-07-05 04:34:00,43.3266,-84.5361,72581,6218,52841.0,13522.0,26.0,726.7651874859127,1130154.0,,8.56698033920723,84000026.0,USA,11316.413161818578,
Minnesota,US,2020-07-05 04:34:00,45.6945,-93.9002,37624,1503,32347.0,3774.0,27.0,667.1357280049479,645172.0,4139.0,3.9947905592175217,84000027.0,USA,11439.966295673194,11.000956836062088
Mississippi,US,2020-07-05 04:34:00,32.7416,-89.6787,30674,1107,19388.0,10179.0,28.0,1030.6607632883972,309915.0,3268.0,3.6089196061811295,84000028.0,USA,10413.289119597172,10.653974049683773
Missouri,US,2020-07-05 04:34:00,38.4561,-92.2884,23583,1050,,22533.0,29.0,384.24890687108666,412261.0,,4.452359750667854,84000029.0,USA,6717.162303166733,
Montana,US,2020-07-05 04:34:00,46.9219,-110.4544,1167,23,678.0,466.0,30.0,109.19012180265686,98950.0,112.0,1.9708654670094257,84000030.0,USA,9258.23697718329,9.597257926306767
Nebraska,US,2020-07-05 04:34:00,41.1254,-98.2681,19827,284,14200.0,5343.0,31.0,1024.9647437355509,187588.0,1365.0,1.43239017501387,84000031.0,USA,9697.43714872974,6.884551369344832
Nevada,US,2020-07-05 04:34:00,38.3135,-117.0554,21575,530,727.0,20318.0,32.0,700.4515355715748,301229.0,,2.4565469293163384,84000032.0,USA,9779.667003879023,
New Hampshire,US,2020-07-05 04:34:00,43.4525,-71.5639,5872,379,4597.0,896.0,33.0,431.8564753833719,123749.0,569.0,6.454359673024522,84000033.0,USA,9101.125165568272,9.690054495912808
New Jersey,US,2020-07-05 04:34:00,40.2989,-74.521,173033,15189,30565.0,127279.0,34.0,1948.089378858142,1508548.0,20233.0,8.778094351944427,84000034.0,USA,16983.964540276666,11.693145238191557
New Mexico,US,2020-07-05 04:34:00,34.8405,-106.2485,13063,513,5802.0,6748.0,35.0,622.9883314280754,363374.0,1970.0,3.9271224067978263,84000035.0,USA,17329.691643906106,15.080762458853249
New York,US,2020-07-05 04:34:00,42.1657,-74.9481,396598,32157,70877.0,293564.0,36.0,2038.691013948552,4170388.0,89995.0,8.108210328846843,84000036.0,USA,21437.658637408334,22.691743276567202
North Carolina,US,2020-07-05 04:34:00,35.6301,-79.8064,71670,1422,45538.0,24710.0,37.0,683.3469297156659,1018296.0,,1.9840937630807869,84000037.0,USA,9709.075556603091,
North Dakota,US,2020-07-05 04:34:00,47.5289,-99.784,3779,80,3288.0,411.0,38.0,495.8914104101766,111928.0,241.0,2.1169621593014023,84000038.0,USA,14687.518863294588,6.377348504895475
Northern Mariana Islands,US,2020-07-05 04:34:00,15.0979,145.6739,31,2,19.0,10.0,69.0,56.216451472508346,8218.0,,6.451612903225807,580.0,MNP,14902.799941970117,
Ohio,US,2020-07-05 04:34:00,40.3888,-82.7649,56183,2907,39903.0,13373.0,39.0,480.6443609858757,848370.0,8111.0,5.174163003043625,84000039.0,USA,7257.787169243141,14.436751330473633
Oklahoma,US,2020-07-05 04:34:00,35.5653,-96.9289,15648,398,11965.0,3285.0,40.0,395.4539975147657,364434.0,1676.0,2.543456032719837,84000040.0,USA,9209.923449021991,10.710633946830264
Oregon,US,2020-07-05 04:34:00,44.572,-122.0709,9930,213,2759.0,6958.0,41.0,235.43430991548308,255026.0,1069.0,2.1450151057401814,84000041.0,USA,6046.512620393353,10.765357502517624
Pennsylvania,US,2020-07-05 04:34:00,40.5908,-77.2098,93922,6749,69712.0,17461.0,42.0,733.6516224158604,814823.0,,7.1857498775579725,84000042.0,USA,6364.815654817387,
Puerto Rico,US,2020-07-05 04:34:00,18.2208,-66.5901,7787,155,,7632.0,72.0,265.45915194885947,7787.0,,1.9904969821497367,630.0,PRI,265.45915194885947,
Rhode Island,US,2020-07-05 04:34:00,41.6809,-71.5118,16991,960,1657.0,14374.0,44.0,1603.891402458652,250954.0,2019.0,5.6500500264846085,84000044.0,USA,23689.186216974194,11.882761461950444
South Carolina,US,2020-07-05 04:34:00,33.8569,-80.945,43386,813,16994.0,25579.0,45.0,842.6570207628546,420693.0,2882.0,1.8738763656479052,84000045.0,USA,8170.8364457610205,6.642695800488638
South Dakota,US,2020-07-05 04:34:00,44.2998,-99.4388,7028,97,6062.0,869.0,46.0,794.4303963448064,83830.0,689.0,1.3801935116676152,84000046.0,USA,9475.96757620733,9.803642572566876
Tennessee,US,2020-07-05 04:34:00,35.7478,-86.6923,50140,637,30043.0,19460.0,47.0,734.2029943884868,878604.0,2860.0,1.2704427602712405,84000047.0,USA,12865.450492255724,5.704028719585161
Texas,US,2020-07-05 04:34:00,31.0545,-97.5635,192153,2607,97430.0,92116.0,48.0,662.6906766516253,2071809.0,,1.356731354701722,84000048.0,USA,7145.1838280064685,
Utah,US,2020-07-05 04:34:00,40.15,-111.8624,24542,181,13807.0,10554.0,49.0,765.5122119503749,366716.0,1565.0,0.7375112052807432,84000049.0,USA,11438.577797962416,6.376823404775487
Vermont,US,2020-07-05 04:34:00,44.0459,-72.7107,1238,56,999.0,183.0,50.0,198.4009333497866,69397.0,,4.523424878836834,84000050.0,USA,11121.510154826448,
Virgin Islands,US,2020-07-05 04:34:00,18.3358,-64.8963,111,6,76.0,29.0,78.0,103.47913636872131,3171.0,,5.405405405405406,850.0,VIR,2956.147220046985,
Virginia,US,2020-07-05 04:34:00,37.7693,-78.17,65109,1849,8741.0,54519.0,51.0,762.8007154573729,699229.0,9549.0,2.839853169300711,84000051.0,USA,8191.991605900003,14.666175183154404
Washington,US,2020-07-05 04:34:00,47.4009,-121.4905,35247,1354,,33893.0,53.0,462.86927472257327,599975.0,4463.0,3.841461684682384,84000053.0,USA,7878.968227130703,12.66207053082532
West Virginia,US,2020-07-05 04:34:00,38.4912,-80.9545,3205,94,2402.0,709.0,54.0,178.8357763062963,181429.0,,2.9329173166926683,84000054.0,USA,10123.55571278472,
Wisconsin,US,2020-07-05 04:34:00,44.2685,-89.6165,31055,796,24491.0,5768.0,55.0,533.3680038279523,613844.0,3574.0,2.5631943326356463,84000055.0,USA,10542.738655345856,11.508613749798744
Wyoming,US,2020-07-05 04:34:00,42.756,-107.3025,1606,20,1169.0,417.0,56.0,277.49028524826394,35299.0,119.0,1.2453300124533002,84000056.0,USA,6099.084420285472,7.409713574097136
Alabama,US,2020-07-06 04:34:10,32.3182,-86.9023,43953,1007,22082.0,20864.0,1.0,896.4173287363212,449886.0,2909.0,2.2910836575432847,84000001.0,USA,9175.382939864598,6.61843332650786
Alaska,US,2020-07-06 04:34:10,61.3707,-152.4044,1134,16,544.0,574.0,2.0,155.0143873582623,122732.0,,1.4109347442680775,84000002.0,USA,16777.095052252425,
American Samoa,US,2020-07-06 04:34:10,-14.271,-170.132,0,0,,0.0,60.0,0.0,696.0,,,16.0,ASM,1250.8761524774895,
Arizona,US,2020-07-06 04:34:10,33.7298,-111.4312,98103,1825,11361.0,84917.0,4.0,1347.8062136500155,604362.0,5161.0,1.8602896955240917,84000004.0,USA,8303.139138394858,5.260797325260187
Arkansas,US,2020-07-06 04:34:10,34.9697,-92.3731,23814,287,16726.0,6801.0,5.0,789.1168545074498,338893.0,1536.0,1.2051734273956496,84000005.0,USA,11229.788283135684,6.449987402368356
California,US,2020-07-06 04:34:10,36.1162,-119.6816,264681,6373,,258308.0,6.0,669.8711940353243,4680138.0,,2.407804111364246,84000006.0,USA,11844.785346549597,
Colorado,US,2020-07-06 04:34:10,39.0598,-105.3111,34048,1701,4568.0,27779.0,8.0,591.2408556322083,350717.0,5550.0,4.995888157894737,84000008.0,USA,6090.17326024322,16.30051691729323
Connecticut,US,2020-07-06 04:34:10,41.5978,-72.7554,46717,4335,8210.0,34172.0,9.0,1310.3292946682836,499669.0,10411.0,9.279277350857289,84000009.0,USA,14014.832466502698,22.28524948091701
Delaware,US,2020-07-06 04:34:10,39.3185,-75.5071,12128,512,6740.0,4876.0,10.0,1245.4763166434575,123941.0,,4.221635883905013,84000010.0,USA,12728.032664998911,
Diamond Princess,US,2020-07-06 04:34:10,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2020-07-06 04:34:10,38.8974,-77.0268,10482,559,1542.0,8381.0,11.0,1485.230584811314,105993.0,,5.332951726769701,84000011.0,USA,15018.512247272049,
Florida,US,2020-07-06 04:34:10,27.7663,-81.6868,200111,3731,,196380.0,12.0,931.7136158246094,2200199.0,16201.0,1.8644652218019,84000012.0,USA,10244.09135841453,8.096006716272468
Georgia,US,2020-07-06 04:34:10,33.0406,-83.6431,95516,2860,,92656.0,13.0,899.6156600335129,949185.0,11775.0,2.9942627413208265,84000013.0,USA,8939.881174556198,12.327777545123329
Grand Princess,US,2020-07-06 04:34:10,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2020-07-06 04:34:10,13.4443,144.7937,280,5,179.0,96.0,66.0,170.49363997832296,14954.0,,1.7857142857142858,316.0,GUM,9105.578186556575,
Hawaii,US,2020-07-06 04:34:10,21.0943,-157.4983,1023,19,756.0,248.0,15.0,72.25229399267732,84325.0,118.0,1.857282502443793,84000015.0,USA,5955.6937350268945,11.534701857282505
Idaho,US,2020-07-06 04:34:10,44.2405,-114.4788,7733,93,2858.0,4782.0,16.0,432.72069007003097,104266.0,359.0,1.2026380447433078,84000016.0,USA,5834.4827972121875,4.642441484546747
Illinois,US,2020-07-06 04:34:10,40.3495,-88.9861,147251,7020,,140231.0,17.0,1162.0350382158965,1762828.0,,4.767370000882846,84000017.0,USA,13911.402315420964,
Indiana,US,2020-07-06 04:34:10,39.8494,-86.2583,48201,2693,36475.0,9033.0,18.0,715.9749259493786,521722.0,7254.0,5.587021016161491,84000018.0,USA,7749.629059898378,15.049480301238566
Iowa,US,2020-07-06 04:34:10,42.0115,-93.2105,31517,721,24739.0,6057.0,19.0,998.9318778981133,332472.0,,2.2876542818161627,84000019.0,USA,10537.70597799732,
Kansas,US,2020-07-06 04:34:10,38.5266,-96.7265,16081,284,842.0,14955.0,20.0,551.9830680798568,191561.0,1219.0,1.7660593246688638,84000020.0,USA,6575.364001271404,7.580374354828679
Kentucky,US,2020-07-06 04:34:10,37.6681,-84.6701,16376,585,4747.0,11044.0,21.0,366.54428379158463,395647.0,2685.0,3.5723009281875915,84000021.0,USA,8855.773464172513,16.395945285784073
Louisiana,US,2020-07-06 04:34:10,31.1695,-91.8678,65226,3288,43026.0,18912.0,22.0,1403.0735713391473,802454.0,,5.040934596633244,84000022.0,USA,17261.552135887287,
Maine,US,2020-07-06 04:34:10,44.6939,-69.3819,3415,109,2772.0,534.0,23.0,254.05218819650472,107932.0,359.0,3.191800878477306,84000023.0,USA,8029.388221500775,10.512445095168374
Maryland,US,2020-07-06 04:34:10,39.0639,-76.8021,69632,3243,5029.0,61360.0,24.0,1151.7645657725848,579962.0,11071.0,4.657341452205882,84000024.0,USA,9592.998637043309,15.899299172794118
Massachusetts,US,2020-07-06 04:34:10,42.2302,-71.5301,109974,8183,93157.0,8634.0,25.0,1595.5596972536682,891685.0,11463.0,7.440849655373088,84000025.0,USA,12937.027375976477,10.423372797206612
Michigan,US,2020-07-06 04:34:10,43.3266,-84.5361,72941,6218,52841.0,13882.0,26.0,730.3699251926809,1146819.0,,8.5246980436243,84000026.0,USA,11483.282478161047,
Minnesota,US,2020-07-06 04:34:10,45.6945,-93.9002,38136,1508,37617.0,-989.0,27.0,676.2143345523256,674015.0,4170.0,3.954268932242501,84000027.0,USA,11951.400375059931,10.934550031466332
Mississippi,US,2020-07-06 04:34:10,32.7416,-89.6787,30900,1111,19388.0,10401.0,28.0,1038.2544691142816,310141.0,3268.0,3.5954692556634305,84000028.0,USA,10420.882825423056,10.576051779935275
Missouri,US,2020-07-06 04:34:10,38.4561,-92.2884,23816,1051,,22765.0,29.0,388.04528541923423,419509.0,,4.412999664091367,84000029.0,USA,6835.2573749134,
Montana,US,2020-07-06 04:34:10,46.9219,-110.4544,1212,23,678.0,511.0,30.0,113.4005378104714,100106.0,112.0,1.8976897689768977,84000030.0,USA,9366.397886184035,9.24092409240924
Nebraska,US,2020-07-06 04:34:10,41.1254,-98.2681,19929,284,14340.0,5305.0,31.0,1030.2376747821556,189928.0,1368.0,1.4250589593055347,84000031.0,USA,9818.404390387137,6.864368508204125
Nevada,US,2020-07-06 04:34:10,38.3135,-117.0554,22418,534,727.0,21157.0,32.0,727.8202792326103,307697.0,,2.38201445267196,84000032.0,USA,9989.656368054086,
New Hampshire,US,2020-07-06 04:34:10,43.4525,-71.5639,5897,381,4597.0,919.0,33.0,433.695101385515,123749.0,569.0,6.460912328302528,84000033.0,USA,9101.125165568272,9.648974054604038
New Jersey,US,2020-07-06 04:34:10,40.2989,-74.521,173402,15211,30660.0,127531.0,34.0,1952.2437597034063,1534640.0,20237.0,8.7721018212016,84000034.0,USA,17277.720922430166,11.670568966909265
New Mexico,US,2020-07-06 04:34:10,34.8405,-106.2485,13256,513,5845.0,6898.0,35.0,632.1927062244943,372288.0,1988.0,3.8699456849728415,84000035.0,USA,17754.80976274174,14.99698249849125
New York,US,2020-07-06 04:34:10,42.1657,-74.9481,397131,32206,70968.0,293957.0,36.0,2041.4308722192307,4233803.0,89995.0,8.109666583570661,84000036.0,USA,21763.640086254643,22.661288088817038
North Carolina,US,2020-07-06 04:34:10,35.6301,-79.8064,72992,1423,45538.0,26031.0,37.0,695.9517105316852,1036838.0,,1.9495287154756689,84000037.0,USA,9885.866665446234,
North Dakota,US,2020-07-06 04:34:10,47.5289,-99.784,3816,80,3324.0,412.0,38.0,500.746658408371,113128.0,242.0,2.0964360587002098,84000038.0,USA,14844.98636593873,6.341719077568135
Northern Mariana Islands,US,2020-07-06 04:34:10,15.0979,145.6739,31,2,19.0,10.0,69.0,56.216451472508346,8218.0,,6.451612903225807,580.0,MNP,14902.799941970117,
Ohio,US,2020-07-06 04:34:10,40.3888,-82.7649,57150,2911,40460.0,13779.0,39.0,488.9170252628517,868762.0,8172.0,5.093613298337708,84000039.0,USA,7432.240292238068,14.299212598425195
Oklahoma,US,2020-07-06 04:34:10,35.5653,-96.9289,15931,398,12246.0,3287.0,40.0,402.6059326692058,364717.0,1685.0,2.4982738057874583,84000040.0,USA,9217.075384176433,10.57686272048208
Oregon,US,2020-07-06 04:34:10,44.572,-122.0709,10230,215,2759.0,7256.0,41.0,242.54712894616242,264201.0,1069.0,2.101661779081134,84000041.0,USA,6264.046335748293,10.449657869012707
Pennsylvania,US,2020-07-06 04:34:10,40.5908,-77.2098,94403,6753,70086.0,17564.0,42.0,737.4088510777506,824700.0,,7.153374363102867,84000042.0,USA,6441.967728608422,
Puerto Rico,US,2020-07-06 04:34:10,18.2208,-66.5901,7916,155,,7761.0,72.0,269.85676728228736,7916.0,,1.9580596260737744,630.0,PRI,269.85676728228736,
Rhode Island,US,2020-07-06 04:34:10,41.6809,-71.5118,16991,960,1657.0,14374.0,44.0,1603.891402458652,250954.0,2019.0,5.6500500264846085,84000044.0,USA,23689.186216974194,11.882761461950444
South Carolina,US,2020-07-06 04:34:10,33.8569,-80.945,44847,820,16994.0,27033.0,45.0,871.0330385412745,430809.0,2882.0,1.8284389145316295,84000045.0,USA,8367.312692062524,6.426293843512387
South Dakota,US,2020-07-06 04:34:10,44.2998,-99.4388,7063,97,6063.0,903.0,46.0,798.3867230198304,84003.0,691.0,1.373354098824862,84000046.0,USA,9495.523133772447,9.783378167917316
Tennessee,US,2020-07-06 04:34:10,35.7478,-86.6923,51316,645,30254.0,20417.0,47.0,751.4232321507696,896166.0,2871.0,1.256917920336737,84000047.0,USA,13122.611900062877,5.5947462779639885
Texas,US,2020-07-06 04:34:10,31.0545,-97.5635,194932,2628,100843.0,91461.0,48.0,672.2747965478269,2133457.0,,1.3481624361315738,84000048.0,USA,7357.793336232826,
Utah,US,2020-07-06 04:34:10,40.15,-111.8624,24952,184,14147.0,10621.0,49.0,778.3009010099321,371308.0,1582.0,0.7374158384097467,84000049.0,USA,11581.81111542946,6.340173132414235
Vermont,US,2020-07-06 04:34:10,44.0459,-72.7107,1249,56,1007.0,186.0,50.0,200.16378493851659,70024.0,,4.483586869495597,84000050.0,USA,11221.992695384053,
Virgin Islands,US,2020-07-06 04:34:10,18.3358,-64.8963,111,6,76.0,29.0,78.0,103.47913636872131,3171.0,,5.405405405405406,850.0,VIR,2956.147220046985,
Virginia,US,2020-07-06 04:34:10,37.7693,-78.17,65748,1853,8784.0,55111.0,51.0,770.2870792039711,709355.0,9576.0,2.8183366794427207,84000051.0,USA,8310.62528242278,14.564701587881
Washington,US,2020-07-06 04:34:10,47.4009,-121.4905,35898,1359,,34539.0,53.0,471.41831145887414,607276.0,4473.0,3.7857262243021896,84000053.0,USA,7974.846133753947,12.460304195219788
West Virginia,US,2020-07-06 04:34:10,38.4912,-80.9545,3262,94,2421.0,747.0,54.0,182.0163189738342,184821.0,,2.881667688534641,84000054.0,USA,10312.82590100031,
Wisconsin,US,2020-07-06 04:34:10,44.2685,-89.6165,31577,796,24899.0,5882.0,55.0,542.3333265778539,618851.0,3586.0,2.5208221173639043,84000055.0,USA,10628.733618964165,11.35636697596352
Wyoming,US,2020-07-06 04:34:10,42.756,-107.3025,1634,20,1172.0,442.0,56.0,282.32822297363845,35327.0,119.0,1.2239902080783354,84000056.0,USA,6103.922358010847,7.282741738066095
Alabama,US,2020-07-07 04:34:13,32.3182,-86.9023,44878,1007,22082.0,21789.0,1.0,915.2826173191507,455095.0,2914.0,2.243861134631668,84000001.0,USA,9281.620008219148,6.4931592316948175
Alaska,US,2020-07-07 04:34:13,61.3707,-152.4044,1162,16,548.0,598.0,2.0,158.84190309550334,123753.0,,1.3769363166953528,84000002.0,USA,16916.662679671106,
American Samoa,US,2020-07-07 04:34:13,-14.271,-170.132,0,0,,0.0,60.0,0.0,696.0,,,16.0,ASM,1250.8761524774895,
Arizona,US,2020-07-07 04:34:13,33.7298,-111.4312,101455,1829,11836.0,87790.0,4.0,1393.8582857390936,617841.0,5188.0,1.8027697008525947,84000004.0,USA,8488.322873385516,5.113597161303041
Arkansas,US,2020-07-07 04:34:13,34.9697,-92.3731,24253,292,17834.0,6127.0,5.0,803.6638562345336,344968.0,1575.0,1.2039747660083289,84000005.0,USA,11431.093603163095,6.494041974188759
California,US,2020-07-07 04:34:13,36.1162,-119.6816,271035,6441,,264594.0,6.0,685.9522938003262,4793353.0,,2.376445846477392,84000006.0,USA,12131.3169345091,
Colorado,US,2020-07-07 04:34:13,39.0598,-105.3111,34240,1691,4603.0,27946.0,8.0,594.5749206075777,355655.0,5565.0,4.938668224299065,84000008.0,USA,6175.921243828507,16.252920560747665
Connecticut,US,2020-07-07 04:34:13,41.5978,-72.7554,46976,4338,8210.0,34428.0,9.0,1317.593786979842,524364.0,10411.0,9.234502724795641,84000009.0,USA,14707.483577058452,22.162380790190735
Delaware,US,2020-07-07 04:34:13,39.3185,-75.5071,12293,512,6778.0,5003.0,10.0,1262.4208740516185,127179.0,,4.164971935247701,84000010.0,USA,13060.556767348147,
Diamond Princess,US,2020-07-07 04:34:13,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2020-07-07 04:34:13,38.8974,-77.0268,10515,561,1553.0,8401.0,11.0,1489.9064681636105,107650.0,,5.335235378031384,84000011.0,USA,15253.298268931303,
Florida,US,2020-07-07 04:34:13,27.7663,-81.6868,206447,3778,,202669.0,12.0,961.2139304992886,2233940.0,16352.0,1.8300096392778773,84000012.0,USA,10401.18891482841,7.920676977626218
Georgia,US,2020-07-07 04:34:13,33.0406,-83.6431,97064,2878,,94186.0,13.0,914.195469088874,958953.0,11919.0,2.9650539849995883,84000013.0,USA,9031.880899913283,12.279526910079946
Grand Princess,US,2020-07-07 04:34:13,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2020-07-07 04:34:13,13.4443,144.7937,301,5,179.0,117.0,66.0,183.2806629766972,15549.0,,1.6611295681063123,316.0,GUM,9467.877171510512,
Hawaii,US,2020-07-07 04:34:13,21.0943,-157.4983,1030,19,777.0,234.0,15.0,72.74668896623423,85058.0,118.0,1.8446601941747571,84000015.0,USA,6007.463951543643,11.456310679611649
Idaho,US,2020-07-07 04:34:13,44.2405,-114.4788,8052,94,2886.0,5072.0,16.0,450.571187953432,106465.0,369.0,1.167411823149528,84000016.0,USA,5957.533721493061,4.582712369597616
Illinois,US,2020-07-07 04:34:13,40.3495,-88.9861,147865,7026,,140839.0,17.0,1166.8804349430125,1783962.0,,4.751631555811044,84000017.0,USA,14078.181817751369,
Indiana,US,2020-07-07 04:34:13,39.8494,-86.2583,48524,2698,36788.0,9038.0,18.0,720.7727496684229,526592.0,7285.0,5.560135190833403,84000018.0,USA,7821.967764269107,15.013189349600198
Iowa,US,2020-07-07 04:34:13,42.0115,-93.2105,31758,723,25121.0,5914.0,19.0,1006.5703772024077,335462.0,,2.2765917249197054,84000019.0,USA,10632.474081399145,
Kansas,US,2020-07-07 04:34:13,38.5266,-96.7265,16638,285,859.0,15494.0,20.0,571.1021880923238,202219.0,1235.0,1.712946267580238,84000020.0,USA,6941.201669301696,7.422767159514366
